Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
389,0,-12.6161,20.3211,-456.565,91281.6,2851.75,-3457.98,6.24578,-199.931,0
390,0,-12.1918,21.0109,-457.872,91620.9,3143.07,-3659.57,6.86427,-200.102,0
391,0,-12.4134,20.8076,-459.324,91921.1,3431.25,-3499.99,7.4697,-200.123,0
392,0,-12.7064,22.3227,-460.79,92245,3989.58,-3001.01,8.65709,-200.189,0
393,0,-11.7717,23.5832,-463.028,92742.4,4544.11,-2761.04,9.81325,-200.296,0
394,0,-10.3844,24.3242,-464.528,93105.4,5061.95,-2578.95,10.8967,-200.43,0
395,0,-10.8543,24.7723,-464.974,93253.1,5589.74,-2890.88,12.0217,-200.555,0
396,0,-9.96717,25.9533,-464.168,93032.1,5992.62,-2706.89,12.9114,-200.428,0
397,0,-8.53035,28.465,-460.977,92348.1,6417.66,-2488.12,13.9239,-200.331,0
398,0,-7.96857,30.0129,-455.645,91275,7025.99,-2090.84,15.4271,-200.32,0
399,0,-6.95797,30.3842,-445.358,89197.2,7969.57,-1620.04,17.912,-200.282,0
400,0,-4.98879,30.7666,-424.304,84971.1,8561.35,-936.312,20.1987,-200.258,0
401,0,0,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0,0,0
403,0,0,0,0,0,0,0,0,0,0
404,0,0,0,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0,0,0,0
420,0,0,0,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0,0,0,0
423,0,0,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0,0,0
426,0,0,0,0,0,0,0,0,0,0
427,0,0,0,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0,0,0,0
429,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0,0,0
432,0,0,0,0,0,0,0,0,0,0
433,0,0,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0,0,0
437,0,0,0,0,0,0,0,0,0,0
438,0,0,0,0,0,0,0,0,0,0
439,0,0,0,0,0,0,0,0,0,0
440,0,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0
442,0,0,0,0,0,0,0,0,0,0
443,0,0,0,0,0,0,0,0,0,0
444,0,0,0,0,0,0,0,0,0,0
445,0,0,0,0,0,0,0,0,0,0
446,0,0,0,0,0,0,0,0,0,0
447,0,0,0,0,0,0,0,0,0,0
448,0,0,0,0,0,0,0,0,0,0
449,0,0,0,0,0,0,0,0,0,0
450,0,0,0,0,0,0,0,0,0,0
451,0,-0.305619,0.172931,-5.41098,1016.21,-218.963,-71.3506,-8.39833,-38.9765,0
452,0,-1.5906,0.904063,-30.3607,5726.26,-1201.58,-325.653,-39.8886,-188.326,0
453,0,-2.54587,1.25244,-52.4,10080.1,-1913.34,-442.842,-36.8549,-191.77,0
454,0,-5.46957,1.87576,-81.9798,16183.2,-2502.6,-1352.53,-31.3862,-197.378,0
455,0,-8.40405,4.44803,-123.698,24520.3,-2114.81,-1914.38,-18.5041,-198.079,0
456,0,-3.81332,11.0024,-179.469,35831,29.2645,-974.518,-0.520878,-199.663,0
457,0,0.612903,17.5578,-237.227,47340,2386.04,-135.963,9.94055,-199.545,0
458,0,-1.27518,21.9522,-279.902,55911.8,3627.82,43.8723,12.9625,-199.76,0
459,0,-3.80871,26.3719,-315.217,62866.7,4058.76,-163.428,12.8784,-199.45,0
460,0,-5.13324,29.1991,-345.049,68668,4340.56,-446.892,12.5893,-199.005,0
461,0,-6.3683,29.9836,-369.673,73664.2,4392.73,-529.386,11.8844,-199.27,0
462,0,-7.27123,29.4769,-397,79062.1,4742.05,-677.581,11.9349,-199.15,0
463,0,-6.04082,29.1912,-427.103,84965.5,5396.21,-822.486,12.6305,-198.942,0
464,0,-4.56692,31.187,-456.009,90407.2,5809.42,-1002.11,12.7462,-198.265,0
465,0,-6.04956,32.6661,-477.378,94261.3,5605.16,-1348.88,11.7488,-197.459,0
466,0,-7.66527,32.7746,-485.411,95480.1,4632.84,-1493.34,9.54111,-196.699,0
467,0,-8.35855,31.7581,-481.312,94342.7,2957.58,-1667.29,6.1323,-196.011,0
468,0,-9.45211,31.0178,-472.357,92403.8,1042.71,-1999.79,2.19732,-195.621,0
469,0,-10.9493,28.974,-464.306,90521.3,-611.45,-2416.2,-1.32566,-194.96,0
470,0,-10.9919,27.8759,-456.947,88952.4,-2026.17,-2403.22,-4.43995,-194.666,0
471,0,-11.7815,27.7401,-451.704,87810.8,-3233.44,-2998.38,-7.16106,-194.399,0
472,0,-12.7872,26.6189,-449,87396.9,-4279.72,-3033.63,-9.53257,-194.648,0
473,0,-13.1524,24.5867,-448.663,87687.7,-5211.97,-3260.57,-11.6148,-195.442,0
474,0,-13.2498,22.9892,-451.283,88559.9,-6011.33,-3702.37,-13.3196,-196.239,0
475,0,-13.7027,21.6217,-453.054,89417.9,-6588.25,-3956.74,-14.5416,-197.367,0
476,0,-13.7436,20.6593,-453.694,89945.3,-7148.3,-4142.67,-15.7556,-198.251,0
477,0,-14.7445,20.5494,-454.19,90360.3,-7431.71,-4003.85,-16.3625,-198.948,0
478,0,-15.1421,19.7319,-453.913,90645.1,-7533.88,-4118.11,-16.5979,-199.698,0
479,0,-14.2767,19.3178,-452.727,90738.3,-7764.29,-3907.91,-17.15,-200.426,0
480,0,-13.7082,18.7786,-451.348,90735.1,-7745.08,-3842.5,-17.16,-201.031,0
481,0,-13.9556,18.1009,-450.498,90737.9,-7863.15,-4103.86,-17.4543,-201.417,0
482,0,-13.787,18.2212,-450.213,90843.3,-7732.46,-4102.09,-17.1751,-201.778,0
483,0,-14.1603,18.6978,-450.629,91116.2,-7558.94,-4241.85,-16.7742,-202.198,0
484,0,-14.3271,18.3865,-452.246,91563.7,-7586.56,-4160.89,-16.7753,-202.464,0
485,0,-14.7992,18.0157,-453.983,91942.3,-7628.23,-4393.09,-16.8029,-202.524,0
486,0,-14.625,17.8561,-454.939,92137.6,-7642.11,-4387.72,-16.7981,-202.528,0
487,0,-15.2331,18.3513,-455.275,92333.7,-7686.32,-4262.3,-16.8827,-202.809,0
488,0,-15.5727,18.781,-456.428,92621.5,-7812.8,-4342.49,-17.117,-202.927,0
489,0,-17.133,18.9411,-459.439,93350.8,-7948.95,-4548.95,-17.3015,-203.184,0
490,0,-17.4122,19.6977,-463.211,94333.4,-7938.7,-4443.56,-17.1392,-203.652,0
491,0,-16.1334,20.1033,-465.787,94758.3,-7660.02,-4137.25,-16.4453,-203.437,0
492,0,-14.6039,22.4867,-465.734,94828.5,-7260.17,-4009.03,-15.5886,-203.611,0
493,0,-14.3169,24.7334,-465.455,94637.1,-6886.35,-3817.07,-14.7948,-203.321,0
494,0,-13.9982,25.9171,-464.148,94130.7,-6670.17,-3810.96,-14.3699,-202.803,0
495,0,-13.521,27.9509,-461.717,93536.9,-6142.48,-3580.09,-13.3026,-202.585,0
496,0,-12.9343,29.5367,-458.311,92728.7,-5673.96,-3261.52,-12.3783,-202.327,0
497,0,-12.9674,29.8652,-451.948,91424.6,-5154.12,-3241.08,-11.4018,-202.288,0
498,0,-12.9606,30.3235,-435.744,88063.2,-4752.12,-2947,-10.9013,-202.104,0
499,0,-11.7145,30.5732,-404.034,81783.5,-4185.88,-2305.76,-10.3409,-202.413,0
500,0,-10.5012,29.0565,-360.232,72793.3,-3241.58,-1358.5,-8.9447,-202.061,0
501,0,0,0,0,0,0,0,0,0,0
502,0,0,0,0,0,0,0,0,0,0
503,0,0,0,0,0,0,0,0,0,0
504,0,0,0,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0,0,0,0
507,0,0,0,0,0,0,0,0,0,0
508,0,0,0,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0,0,0,0
510,0,0,0,0,0,0,0,0,0,0
511,0,0,0,0,0,0,0,0,0,0
512,0,0,0,0,0,0,0,0,0,0
513,0,0,0,0,0,0,0,0,0,0
514,0,0,0,0,0,0,0,0,0,0
515,0,0,0,0,0,0,0,0,0,0
516,0,0,0,0,0,0,0,0,0,0
517,0,0,0,0,0,0,0,0,0,0
518,0,0,0,0,0,0,0,0,0,0
519,0,0,0,0,0,0,0,0,0,0
520,0,0,0,0,0,0,0,0,0,0
521,0,0,0,0,0,0,0,0,0,0
522,0,0,0,0,0,0,0,0,0,0
523,0,0,0,0,0,0,0,0,0,0
524,0,0,0,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0,0,0,0
526,0,0,0,0,0,0,0,0,0,0
527,0,0,0,0,0,0,0,0,0,0
528,0,0,0,0,0,0,0,0,0,0
529,0,0,0,0,0,0,0,0,0,0
530,0,0,0,0,0,0,0,0,0,0
531,0,0,0,0,0,0,0,0,0,0
532,0,0,0,0,0,0,0,0,0,0
533,0,0,0,0,0,0,0,0,0,0
534,0,0,0,0,0,0,0,0,0,0
535,0,0,0,0,0,0,0,0,0,0
536,0,0,0,0,0,0,0,0,0,0
537,0,0,0,0,0,0,0,0,0,0
538,0,0,0,0,0,0,0,0,0,0
539,0,0,0,0,0,0,0,0,0,0
540,0,0,0,0,0,0,0,0,0,0
541,0,0,0,0,0,0,0,0,0,0
542,0,0,0,0,0,0,0,0,0,0
543,0,0,0,0,0,0,0,0,0,0
544,0,0,0,0,0,0,0,0,0,0
545,0,0,0,0,0,0,0,0,0,0
546,0,0,0,0,0,0,0,0,0,0
547,0,0,0,0,0,0,0,0,0,0
548,0,0,0,0,0,0,0,0,0,0
549,0,0,0,0,0,0,0,0,0,0
550,0,0,0,0,0,0,0,0,0,0
551,0,-0.26378,0.865416,-4.86195,909.223,-188.058,-45.4102,-7.69453,-37.2016,0
552,0,-0.976516,4.72389,-28.2698,5353.91,-1001.27,-206.885,-36.5699,-188.547,0
553,0,0.057869,6.39854,-51.1622,10051.4,-1032.77,-188.557,-23.1056,-195.826,0
554,0,-1.14243,7.7291,-91.6325,18428.3,214.691,-328.999,0.637998,-200.819,0
555,0,0.753177,10.6644,-140.374,28575.6,2300.79,270.861,16.2743,-203.54,0
556,0,1.87294,12.5196,-174.319,35555.5,3136.27,269.674,18.0752,-203.989,0
557,0,-4.79642,15.561,-206.086,41875.5,3191.91,-927.704,15.5173,-203.221,0
558,0,-6.1823,19.8046,-240.543,48630.3,3580.41,-1499.39,14.8486,-202.196,0
559,0,-4.91697,23.8796,-283.078,56982.3,4515.2,-1084.32,15.9438,-201.309,0
560,0,-6.34272,27.0829,-326.949,65701.7,5308.33,-1017.15,16.2286,-200.947,0
561,0,-6.459,27.367,-365.815,73591.9,6034.4,-1031.8,16.4986,-201.177,0
562,0,-5.82204,27.5396,-399.842,80302,6420.76,-773.228,16.0728,-200.84,0
563,0,-7.08338,28.4963,-424.239,84952.3,6129.97,-1220.51,14.4654,-200.251,0
564,0,-8.56987,29.2948,-441.172,88051.2,5346.96,-1422,12.1297,-199.587,0
565,0,-9.26583,29.2924,-454.282,90480,4607.68,-1676.7,10.1499,-199.173,0
566,0,-10.2712,28.6039,-464.43,92306.9,3861.1,-1908.47,8.31772,-198.755,0
567,0,-11.2607,27.493,-472.165,93565.4,3231.95,-2280.68,6.84744,-198.163,0
568,0,-11.7904,27.0247,-475.125,94051.1,2408.74,-2392.08,5.06907,-197.95,0
569,0,-12.1872,25.8587,-473.314,93515.2,1642.17,-2511.29,3.46678,-197.575,0
570,0,-12.5458,25.4103,-469.166,92484.1,643.76,-2350.43,1.36845,-197.124,0
571,0,-12.2275,23.7739,-464.757,91450.6,-427.09,-2696.22,-0.921341,-196.77,0
572,0,-11.7972,22.7917,-461.522,90489.3,-1294.42,-2649.45,-2.8057,-196.067,0
573,0,-12.4089,22.1683,-459.915,89988.2,-1929.54,-2540.76,-4.19538,-195.663,0
574,0,-11.7475,21.643,-460.363,90042.4,-2435.46,-2511.08,-5.28954,-195.59,0
575,0,-13.7517,21.2234,-461.929,90201.5,-3064.86,-2929.1,-6.63448,-195.272,0
576,0,-14.6016,20.5859,-462.233,90174.1,-3842.08,-3060.57,-8.31284,-195.084,0
577,0,-14.3802,20.2965,-460.601,89921.3,-4529.42,-3152.96,-9.83448,-195.226,0
578,0,-14.7881,19.2692,-458.323,89368,-5044.97,-3188.56,-11.0091,-194.989,0
579,0,-13.8436,19.1992,-455.502,88761.1,-5689.21,-3233.76,-12.4907,-194.865,0
580,0,-14.7928,18.0878,-453.476,88492.5,-6064.7,-3508.97,-13.3742,-195.142,0
581,0,-15.1111,17.4566,-452.285,88207.9,-6472.45,-3642.82,-14.3109,-195.027,0
582,0,-15.2252,17.3374,-451.202,87947.5,-6794.25,-3638.29,-15.0582,-194.918,0
583,0,-14.8381,16.5503,-449.785,87607.9,-6824.6,-3684.48,-15.1731,-194.778,0
584,0,-14.5032,16.8851,-448.239,87389,-6867.58,-3570.13,-15.3214,-194.961,0
585,0,-14.8281,16.4505,-447.084,87192.4,-6999.17,-4051.1,-15.6552,-195.025,0
586,0,-15.3779,17.1399,-446.079,87032.2,-6994.07,-3938.87,-15.6791,-195.105,0
587,0,-15.9724,16.6073,-447.037,87240.9,-6807.92,-3973.21,-15.2295,-195.154,0
588,0,-15.3544,16.9831,-449.501,87747.9,-6539.61,-3797.34,-14.5495,-195.212,0
589,0,-15.0278,16.9984,-452.697,88357.3,-6229.64,-3603.42,-13.7621,-195.18,0
590,0,-15.5298,17.7714,-455.595,88831.7,-5862.25,-3690.43,-12.868,-194.98,0
591,0,-15.6461,18.3398,-458.75,89418.9,-5547.2,-3714.79,-12.0933,-194.919,0
592,0,-14.1742,19.6607,-462.019,90055.3,-5118.62,-3361.71,-11.0794,-194.917,0
593,0,-13.3973,21.1291,-465.466,90777,-4955.9,-3373.52,-10.6474,-195.024,0
594,0,-14.5596,22.9296,-469.427,91589.5,-5012.44,-3309.26,-10.6773,-195.109,0
595,0,-14.9076,24.6468,-470.889,91965.6,-5368.13,-3240.78,-11.4003,-195.302,0
596,0,-15.1545,26.0103,-468.792,91522.6,-5621.17,-3020.87,-11.9909,-195.23,0
597,0,-14.6099,27.554,-464.019,90433,-5532.93,-2746.07,-11.9223,-194.891,0
598,0,-13.8507,29.0116,-457.133,89016.9,-5074.46,-2462.12,-11.0972,-194.728,0
599,0,-11.8225,29.8176,-445.101,86596.2,-4470.87,-2235.91,-10.035,-194.555,0
600,0,-11.5215,30.5169,-422.213,82127.5,-3689.38,-2031.75,-8.72306,-194.508,0
601,0,0,0,0,0,0,0,0,0,0
602,0,0,0,0,0,0,0,0,0,0
603,0,0,0,0,0,0,0,0,0,0
604,0,0,0,0,0,0,0,0,0,0
605,0,0,0,0,0,0,0,0,0,0
606,0,0,0,0,0,0,0,0,0,0
607,0,0,0,0,0,0,0,0,0,0
608,0,0,0,0,0,0,0,0,0,0
609,0,0,0,0,0,0,0,0,0,0
610,0,0,0,0,0,0,0,0,0,0
611,0,0,0,0,0,0,0,0,0,0
612,0,0,0,0,0,0,0,0,0,0
613,0,0,0,0,0,0,0,0,0,0
614,0,0,0,0,0,0,0,0,0,0
615,0,0,0,0,0,0,0,0,0,0
616,0,0,0,0,0,0,0,0,0,0
617,0,0,0,0,0,0,0,0,0,0
618,0,0,0,0,0,0,0,0,0,0
619,0,0,0,0,0,0,0,0,0,0
620,0,0,0,0,0,0,0,0,0,0
621,0,0,0,0,0,0,0,0,0,0
622,0,0,0,0,0,0,0,0,0,0
623,0,0,0,0,0,0,0,0,0,0
624,0,0,0,0,0,0,0,0,0,0
625,0,0,0,0,0,0,0,0,0,0
626,0,0,0,0,0,0,0,0,0,0
627,0,0,0,0,0,0,0,0,0,0
628,0,0,0,0,0,0,0,0,0,0
629,0,0,0,0,0,0,0,0,0,0
630,0,0,0,0,0,0,0,0,0,0
631,0,0,0,0,0,0,0,0,0,0
632,0,0,0,0,0,0,0,0,0,0
633,0,0,0,0,0,0,0,0,0,0
634,0,0,0,0,0,0,0,0,0,0
635,0,0,0,0,0,0,0,0,0,0
636,0,0,0,0,0,0,0,0,0,0
637,0,0,0,0,0,0,0,0,0,0
638,0,0,0,0,0,0,0,0,0,0
639,0,0,0,0,0,0,0,0,0,0
640,0,0,0,0,0,0,0,0,0,0
641,0,0,0,0,0,0,0,0,0,0
642,0,0,0,0,0,0,0,0,0,0
643,0,0,0,0,0,0,0,0,0,0
644,0,0,0,0,0,0,0,0,0,0
645,0,0,0,0,0,0,0,0,0,0
646,0,0,0,0,0,0,0,0,0,0
647,0,0,0,0,0,0,0,0,0,0
648,0,0,0,0,0,0,0,0,0,0
649,0,0,0,0,0,0,0,0,0,0
650,0,0,0,0,0,0,0,0,0,0
651,0,-0.331221,0.748068,-4.43604,835.387,-141.879,-45.4468,-6.07654,-35.7788,0
652,0,-1.12639,3.90421,-25.786,4897.96,-781.218,-239.459,-30.781,-189.479,0
653,0,1.55367,3.93892,-41.3391,8082.04,-814.491,-283.832,-21.7696,-195.132,0
654,0,1.92684,5.06929,-72.1846,14379.7,74.3428,-376.39,-1.10811,-198.838,0
655,0,2.96969,7.71874,-116.861,23658.2,2101.32,145.4,17.6521,-202.327,0
656,0,3.67752,12.9322,-152.066,31032.6,3488.06,625.912,22.9745,-204.11,0
657,0,-0.0775729,17.3095,-182.441,37010,4007.5,219.799,21.9676,-202.892,0
658,0,-3.56163,21.9983,-217.217,43925,4794.44,-320.952,22.0526,-202.184,0
659,0,-3.28898,24.3053,-257.694,52353.5,5852.99,-310.94,22.7012,-203.159,0
660,0,-2.93237,25.5618,-300.171,60981.2,6842.35,-13.5224,22.8193,-203.161,0
661,0,-3.87146,24.9357,-335.868,68137.5,7178.2,-366.079,21.3998,-202.87,0
662,0,-3.46427,26.3024,-367.77,74546.1,7150.68,-786.054,19.4705,-202.706,0
663,0,-4.21368,29.3998,-397.651,80382.9,6880.61,-797.865,17.3263,-202.145,0
664,0,-6.1542,30.5595,-425.483,85969,6456.34,-1010.9,15.1941,-202.053,0
665,0,-5.6863,29.3167,-453.182,91471.1,6029.92,-1157.52,13.3186,-201.84,0
666,0,-6.62937,28.2998,-473.376,95600.9,5381.25,-1647.62,11.3782,-201.957,0
667,0,-8.47928,27.3199,-481.921,97135.2,3971.59,-2106.55,8.23997,-201.558,0
668,0,-11.5787,26.5099,-479.689,96434.3,2112.21,-2791.17,4.39342,-201.034,0
669,0,-13.8471,24.996,-472.088,94786.2,170.032,-3245.39,0.350562,-200.78,0
670,0,-14.1743,23.6001,-464.159,93072.9,-1542.06,-3491.67,-3.33121,-200.519,0
671,0,-14.8527,21.9228,-456.693,91456.5,-2975.36,-3780.38,-6.51895,-200.257,0
672,0,-15.1408,21.3091,-452.465,90380.1,-3955.79,-3826.7,-8.74319,-199.75,0
673,0,-15.803,21.1566,-452.076,90062.1,-4685.15,-3773.48,-10.3631,-199.219,0
674,0,-15.732,20.8337,-453.58,90250.4,-5263.87,-3649.28,-11.6038,-198.974,0
675,0,-16.4375,21.3981,-455.773,90527.2,-5997.79,-3856.43,-13.1595,-198.623,0
676,0,-16.9932,21.3397,-455.989,90702.6,-6836.99,-4249.7,-14.9933,-198.914,0
677,0,-18.2524,20.5457,-456.564,90783.5,-7720.09,-4426.52,-16.909,-198.841,0
678,0,-18.8756,19.5169,-456.645,90955,-8232.29,-4473.21,-18.0283,-199.181,0
679,0,-18.5817,19.2393,-455.234,90717.3,-8667.34,-4461.88,-19.0394,-199.276,0
680,0,-19.2595,19.5413,-453.494,90345,-8789.43,-4623.69,-19.382,-199.22,0
681,0,-18.6145,19.5025,-450.807,89786.2,-8923.28,-4608.45,-19.7941,-199.168,0
682,0,-17.7697,19.8799,-448.816,89444.6,-8939.71,-4646.81,-19.9184,-199.29,0
683,0,-17.2688,20.0376,-448.169,89342,-8872.92,-4800.33,-19.7981,-199.349,0
684,0,-16.5468,19.9948,-448.061,89352.3,-8628.83,-4627.06,-19.2583,-199.42,0
685,0,-16.9929,18.5505,-448.783,89397.1,-8202.59,-4779.44,-18.2779,-199.199,0
686,0,-16.4883,19.2116,-450.012,89627,-7739.82,-4386.92,-17.1994,-199.166,0
687,0,-15.1065,20.1435,-450.82,89901.9,-7330.5,-4559.38,-16.2605,-199.419,0
688,0,-15.2017,21.2169,-451.991,90240.4,-7111.42,-4265.41,-15.734,-199.651,0
689,0,-15.036,22.074,-453.573,90629.5,-6658.06,-4219.3,-14.6802,-199.812,0
690,0,-15.1383,22.9564,-456.226,91133.5,-6125.43,-4513.1,-13.4278,-199.755,0
691,0,-14.8354,23.5667,-459.599,91742.2,-5557,-4292.87,-12.0923,-199.613,0
692,0,-14.9324,24.5245,-462.637,92363.7,-4976.9,-4252.1,-10.7588,-199.646,0
693,0,-14.7784,25.3553,-464.269,92664.8,-4237.43,-4302.36,-9.12727,-199.593,0
694,0,-13.8908,26.9179,-464.509,92830.7,-3623.16,-3949.94,-7.79963,-199.847,0
695,0,-14.3419,28.0638,-463.421,92593.9,-2810.38,-3611.31,-6.06251,-199.805,0
696,0,-13.4494,28.6847,-459.658,91808,-1822.99,-3234.57,-3.95937,-199.732,0
697,0,-11.6483,29.7823,-451.589,90292.1,-411.642,-2774.62,-0.896038,-199.943,0
698,0,-9.10856,28.7694,-433.681,86665.2,962.206,-2181.31,2.25202,-199.832,0
699,0,-8.00559,28.8579,-397.169,79196.4,1961.25,-1494.73,4.9789,-199.386,0
700,0,-5.88825,27.8116,-344.694,68393.7,2453.28,-728.985,7.18657,-198.376,0
701,0,0,0,0,0,0,0,0,0,0
702,0,0,0,0,0,0,0,0,0,0
703,0,0,0,0,0,0,0,0,0,0
704,0,0,0,0,0,0,0,0,0,0
705,0,0,0,0,0,0,0,0,0,0
706,0,0,0,0,0,0,0,0,0,0
707,0,0,0,0,0,0,0,0,0,0
708,0,0,0,0,0,0,0,0,0,0
709,0,0,0,0,0,0,0,0,0,0
710,0,0,0,0,0,0,0,0,0,0
711,0,0,0,0,0,0,0,0,0,0
712,0,0,0,0,0,0,0,0,0,0
713,0,0,0,0,0,0,0,0,0,0
714,0,0,0,0,0,0,0,0,0,0
715,0,0,0,0,0,0,0,0,0,0
716,0,0,0,0,0,0,0,0,0,0
717,0,0,0,0,0,0,0,0,0,0
718,0,0,0,0,0,0,0,0,0,0
719,0,0,0,0,0,0,0,0,0,0
720,0,0,0,0,0,0,0,0,0,0
721,0,0,0,0,0,0,0,0,0,0
722,0,0,0,0,0,0,0,0,0,0
723,0,0,0,0,0,0,0,0,0,0
724,0,0,0,0,0,0,0,0,0,0
725,0,0,0,0,0,0,0,0,0,0
726,0,0,0,0,0,0,0,0,0,0
727,0,0,0,0,0,0,0,0,0,0
728,0,0,0,0,0,0,0,0,0,0
729,0,0,0,0,0,0,0,0,0,0
730,0,0,0,0,0,0,0,0,0,0
731,0,0,0,0,0,0,0,0,0,0
732,0,0,0,0,0,0,0,0,0,0
733,0,0,0,0,0,0,0,0,0,0
734,0,0,0,0,0,0,0,0,0,0
735,0,0,0,0,0,0,0,0,0,0
736,0,0,0,0,0,0,0,0,0,0
737,0,0,0,0,0,0,0,0,0,0
738,0,0,0,0,0,0,0,0,0,0
739,0,0,0,0,0,0,0,0,0,0
740,0,0,0,0,0,0,0,0,0,0
741,0,0,0,0,0,0,0,0,0,0
742,0,0,0,0,0,0,0,0,0,0
743,0,0,0,0,0,0,0,0,0,0
744,0,0,0,0,0,0,0,0,0,0
745,0,0,0,0,0,0,0,0,0,0
746,0,0,0,0,0,0,0,0,0,0
747,0,0,0,0,0,0,0,0,0,0
748,0,0,0,0,0,0,0,0,0,0
749,0,0,0,0,0,0,0,0,0,0
750,0,0,0,0,0,0,0,0,0,0
751,0,0.0162661,0.29141,-5.81164,1108.59,-220.858,-26.9441,-6.91024,-34.6859,0
752,0,-0.267281,1.83693,-35.807,6844.15,-1268.39,-249.762,-36.2638,-191.014,0
753,0,-2.31873,3.30948,-59.6308,11510.7,-1372.81,-758.943,-24.8061,-192.754,0
754,0,-3.05453,6.38561,-99.334,19433.1,-218.218,-792.332,-4.20203,-195.531,0
755,0,3.2771,12.7821,-155.287,30491.6,2599.26,312.787,16.3693,-196.389,0
756,0,5.06045,17.9096,-203.666,39948.1,4725.85,1052.5,23.1271,-196.103,0
757,0,0.586669,20.9349,-243.702,48056.6,6246.54,326.148,25.592,-197.205,0
758,0,-0.523958,23.4812,-286.835,56483.2,7790.43,722.402,27.1244,-196.911,0
759,0,-1.0446,26.4635,-329.833,65090,9279.65,925.347,28.1512,-197.332,0
760,0,-0.664325,26.2832,-360.591,71356.9,9701.98,405.794,26.9215,-197.89,0
761,0,-1.71691,25.4163,-386.896,76496.1,9898.62,352.976,25.5923,-197.723,0
762,0,-0.740363,26.8265,-413.637,81581.7,10222,335.276,24.7257,-197.231,0
763,0,-1.70456,28.7309,-438.15,86380.6,10186.5,380.936,23.2596,-197.148,0
764,0,-2.35176,28.766,-458.289,90314.7,9891.52,-337.655,21.5959,-197.072,0
765,0,-4.17314,28.1355,-472.444,92950.6,9055.01,-461.291,19.1711,-196.743,0
766,0,-5.53067,26.8015,-476.756,93965.2,7735.59,-904.627,16.2232,-197.093,0
767,0,-6.4075,24.5714,-474.392,93491.7,5812.65,-1129.02,12.2475,-197.076,0
768,0,-7.84465,23.2599,-469.216,92217.1,4129.48,-1986.95,8.79388,-196.534,0
769,0,-8.12351,22.654,-463.259,90832.6,2362.74,-2132.4,5.09308,-196.071,0
770,0,-9.1841,22.2258,-457.348,89346.9,737.496,-2309.14,1.60829,-195.357,0
771,0,-9.01824,21.3824,-453.075,88185.2,-484.418,-2230.69,-1.07082,-194.636,0
772,0,-8.80594,22.1923,-451.177,87633.6,-1362.15,-2343.81,-3.01854,-194.233,0
773,0,-10.1321,21.3961,-452.575,87851,-2208.42,-2722.73,-4.87713,-194.114,0
774,0,-12.3377,20.6955,-455.549,88284.5,-3292.78,-2928.22,-7.22702,-193.798,0
775,0,-12.6741,20.6969,-456.734,88382.4,-4276.01,-3390.08,-9.3625,-193.509,0
776,0,-12.4448,20.1884,-455.872,88215.2,-5014.41,-3852.44,-11.0001,-193.509,0
777,0,-12.9463,20.0332,-454.328,87931.7,-5343.78,-3805.17,-11.7618,-193.542,0
778,0,-12.8534,18.8731,-454.73,87867.7,-5750.34,-3763.53,-12.6458,-193.231,0
779,0,-12.8542,20.4339,-454.099,87901.4,-6118.21,-4114.74,-13.4735,-193.573,0
780,0,-13.456,20.7982,-452.862,87650.1,-6422.16,-3915.65,-14.1818,-193.547,0
781,0,-13.2125,20.4168,-450.971,87326.8,-6689.57,-3875.54,-14.8337,-193.642,0
782,0,-12.8606,19.8393,-450.813,87306.2,-6862.8,-4061.8,-15.2231,-193.664,0
783,0,-13.0081,19.4074,-451.009,87441.5,-7055.93,-3973.37,-15.6448,-193.88,0
784,0,-12.972,19.9053,-451.057,87654,-7384.24,-3912.42,-16.3708,-194.33,0
785,0,-12.1574,20.3984,-451.77,87871.8,-7576.6,-4178.87,-16.7709,-194.506,0
